运行消息:[2016-04-13 20:48:58:426] CameraTime:[2016-04-13 20:48:36 980] [seq:  2]:  87.5  56.2    0 120 get=(  4000 10.0 ) set=(  2000  0.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:41:051] CameraTime:[2016-04-13 20:49:19 950] [seq:114]:  34.0  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:41:352] CameraTime:[2016-04-13 20:49:20 351] [seq:115]:  34.0  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:41:814] CameraTime:[2016-04-13 20:49:20 751] [seq:116]:  34.0  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:42:344] CameraTime:[2016-04-13 20:49:21 151] [seq:117]:  34.0  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:42:545] CameraTime:[2016-04-13 20:49:21 552] [seq:118]:  34.0  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:43:126] CameraTime:[2016-04-13 20:49:21 952] [seq:119]:  34.0  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:43:518] CameraTime:[2016-04-13 20:49:22 353] [seq:120]:  34.0  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:43:768] CameraTime:[2016-04-13 20:49:22 754] [seq:121]:  34.0  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:44:290] CameraTime:[2016-04-13 20:49:23 154] [seq:122]:  33.9  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:44:554] CameraTime:[2016-04-13 20:49:23 555] [seq:123]:  34.0  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:44:953] CameraTime:[2016-04-13 20:49:23 956] [seq:124]:  34.0  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:45:345] CameraTime:[2016-04-13 20:49:24 357] [seq:125]:  33.9  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:45:760] CameraTime:[2016-04-13 20:49:24 759] [seq:126]:  33.7  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:46:181] CameraTime:[2016-04-13 20:49:25 165] [seq:127]:  33.6  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:46:739] CameraTime:[2016-04-13 20:49:25 568] [seq:128]:  33.6  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:46:966] CameraTime:[2016-04-13 20:49:25 973] [seq:129]:  33.6  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:47:375] CameraTime:[2016-04-13 20:49:26 375] [seq:130]:  33.7  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:47:769] CameraTime:[2016-04-13 20:49:26 777] [seq:131]:  33.6  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:48:250] CameraTime:[2016-04-13 20:49:27 177] [seq:132]:  33.8  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:48:651] CameraTime:[2016-04-13 20:49:27 578] [seq:133]:  33.5  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:49:062] CameraTime:[2016-04-13 20:49:27 978] [seq:134]:  33.2  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
